model,term,coefficient,std_error,t_value,p_value
M3_non_financial_fe,C(industry)[T.纺织服饰],0.5149756124400604,0.11190848319016009,4.601756701187612,4.189424097944785e-06
M3_non_financial_fe,C(industry)[T.综合],0.24750802204785408,0.11733526760152696,2.1094085956184676,0.034909328188249295
M3_non_financial_fe,C(industry)[T.美容护理],0.8009288496285288,0.08008130402654924,10.001446147317957,1.5018757136310578e-23
M3_non_financial_fe,C(industry)[T.计算机],-0.1931452178753305,0.059399710462090076,-3.251618844145699,0.0011474979139064906
M3_non_financial_fe,C(industry)[T.轻工制造],0.7364702911907476,0.0900331169889368,8.179993271600765,2.8385972305777267e-16
M3_non_financial_fe,C(industry)[T.通信],0.17545236095774433,0.03071940965900317,5.711449630879321,1.1201785294309865e-08
M3_non_financial_fe,C(industry)[T.钢铁],0.03197513823813265,0.027460025130591446,1.164424944480885,0.2442518435839931
M3_non_financial_fe,C(industry)[T.食品饮料],1.3330561198887771,0.0786481823979353,16.949611284643915,1.937304006445234e-64
M3_non_financial_fe,log_market_cap,0.8758259872902693,0.32737383609237014,2.675308441701953,0.007466052597456359
M3_non_financial_fe,log_assets,-0.2870214060556891,0.06644616887892295,-4.319608051123226,1.563065637675889e-05
M3_non_financial_fe,is_csi500,0.22245533508380408,0.26125599546718,0.8514841341191337,0.3945004730798678
M4_winsorized_eps_fe,Intercept,-6.65439927798861,1.7698125798855096,-3.7599457443223097,0.00016995021134287347
M4_winsorized_eps_fe,C(year)[T.2009],-0.10878472431379493,0.053014990975775826,-2.0519615737273633,0.04017339700303523
M4_winsorized_eps_fe,C(year)[T.2014],0.019242672877353408,0.07599944320003862,0.2531949191615081,0.8001175925508146
M4_winsorized_eps_fe,C(year)[T.2019],0.1811515334319008,0.11974697678580809,1.5127858614412228,0.1303340613182287
M4_winsorized_eps_fe,C(year)[T.2023],0.40479492656546034,0.16225752032072274,2.494768351971184,0.012603938230358127
M4_winsorized_eps_fe,C(industry)[T.传媒],0.035280197760366644,0.05179989622737126,0.6810862632910923,0.4958169084993097
M4_winsorized_eps_fe,C(industry)[T.公用事业],-0.008141608044590656,0.011429195137428079,-0.7123518276390868,0.47624693778033766
M4_winsorized_eps_fe,C(industry)[T.农林牧渔],0.07496302082213004,0.03950143308633973,1.8977291446181361,0.057731771249426446
M4_winsorized_eps_fe,C(industry)[T.医药生物],0.3248152050863524,0.055864759093226246,5.814313179876169,6.0883336889273894e-09
M4_winsorized_eps_fe,C(industry)[T.商贸零售],0.3176625205429452,0.030916653636068887,10.274802838698703,9.153139612199234e-25
M4_winsorized_eps_fe,C(industry)[T.国防军工],-0.025841352887738978,0.04966707192146459,-0.5202914504120613,0.6028604539162444
M4_winsorized_eps_fe,C(industry)[T.基础化工],0.2754202427786449,0.03278611392513033,8.400515029246488,4.445246441396609e-17
M4_winsorized_eps_fe,C(industry)[T.家用电器],0.8221698622994602,0.01951188924945664,42.13686597889826,0.0
M4_winsorized_eps_fe,C(industry)[T.建筑材料],0.46020329660178455,0.02263894951735333,20.327943937903438,7.278922369523219e-92
M4_winsorized_eps_fe,C(industry)[T.建筑装饰],0.3349319521275461,0.03659500942490911,9.152394203226194,5.568546815596985e-20
M4_winsorized_eps_fe,C(industry)[T.房地产],0.37875935756741985,0.024613190939377853,15.388470292222653,1.956020121567141e-53
M4_winsorized_eps_fe,C(industry)[T.有色金属],-0.005737820340370195,0.026775729440630492,-0.21429184041811433,0.8303194806572576
M4_winsorized_eps_fe,C(industry)[T.机械设备],0.2538541699471936,0.0300312508214172,8.453000224890866,2.839111300979169e-17
M4_winsorized_eps_fe,C(industry)[T.汽车],0.4272016234063337,0.014950827312787261,28.573778190920134,1.4230887990461532e-179
M4_winsorized_eps_fe,C(industry)[T.煤炭],0.3611464892537065,0.01795114287101464,20.118300647968365,5.102706308433891e-90
M4_winsorized_eps_fe,C(industry)[T.环保],0.11421923424858121,0.03639802102990355,3.1380616587572723,0.001700690974615681
M4_winsorized_eps_fe,C(industry)[T.电力设备],0.4200693259315813,0.04129216416507141,10.17310025825465,2.6145182342091504e-24
M4_winsorized_eps_fe,C(industry)[T.电子],0.05343598209417265,0.0581219776172558,0.9193765299257138,0.357898661045411
M4_winsorized_eps_fe,C(industry)[T.石油石化],-0.23958735140755805,0.0435172846781635,-5.505567573424,3.679807758175406e-08
M4_winsorized_eps_fe,C(industry)[T.社会服务],0.05025852788005475,0.0515446709319527,0.975047991797331,0.3295364547888484
M4_winsorized_eps_fe,C(industry)[T.纺织服饰],0.4045121664788948,0.039957458544605674,10.123570948020284,4.342759500237926e-24
M4_winsorized_eps_fe,C(industry)[T.综合],0.12445847003319954,0.036142893126983766,3.4435115527672195,0.0005742120608586628
M4_winsorized_eps_fe,C(industry)[T.美容护理],0.6227529468190293,0.08284403034665935,7.517173466973188,5.5973131447943165e-14
M4_winsorized_eps_fe,C(industry)[T.计算机],-0.12652813563771753,0.06266258313658739,-2.019197570612763,0.043466688735999064
M4_winsorized_eps_fe,C(industry)[T.轻工制造],0.6564106153315769,0.03623999194746513,18.11287972368025,2.5220348001687197e-73
M4_winsorized_eps_fe,C(industry)[T.通信],0.16414655690023955,0.02782888889008291,5.898422949927215,3.6699226791123475e-09
